0.612,
0.571,
0.465,
0.588,
0.581,
0.578,
0.579,
0.582,
0.581,
0.584,
0.583,
0.582,
0.584,
0.379,
0.529,
0.580,
0.584,
0.574,
0.589,
0.587,
0.571,
0.563,
0.578,
0.581,
0.491,
0.589,
0.544,
0.581,
0.582,
0.381,
0.578,
0.391,
0.573,
0.581,
0.572,
0.582,
0.573,
0.547,
0.387,
0.566,
0.564,
0.574,
0.532,
0.573,
0.575,
0.407,
0.580,
0.580,
0.579,
0.414,
0.577,
0.579,
0.572,
0.579,
0.579,
0.575,
0.573,
0.580,
0.587,
0.580,
0.574,
0.557,
0.529,
0.582,
0.581,
0.580,
0.578,
0.571,
0.484,
0.576,
0.577,
0.572,
0.572,
0.540,
0.583,
0.571,
0.571,
0.582,
0.577,
0.574,
0.569,
0.552,
0.584,
0.506,
0.578,
0.571,
0.571,
0.579,
0.580,
0.572,
0.580,
0.379,
0.547,
0.522,
0.574,
0.579,
0.515,
0.572,
0.570,
0.574,
0.613,
0.574,
0.580,
0.573,
0.575,
0.547,
0.582,
0.421,
0.526,
0.574,
0.586,
0.409,
0.574,
0.572,
0.480,
0.573,
0.571,
0.571,
0.573,
0.579,
0.594,
0.574,
0.582,
0.538,
0.578,
0.574,
0.569,
0.579,
0.573,
0.581,
0.494,
0.571,
0.577,
0.572,
0.573,
0.571,
0.579,
0.578,
0.579,
0.572,
0.579,
0.578,
0.581,
0.570,
0.579,
0.571,
0.416,
0.485,
0.425,
0.406,
0.427,
0.578,
0.577,
0.621,
0.570,
0.570,
0.571,
0.573,
0.579,
0.489,
0.578,
0.571,
0.582,
0.572,
0.572,
0.580,
0.579,
0.373,
0.579,
0.580,
0.571,
0.525,
0.578,
0.581,
0.573,
0.579,
0.576,
0.575,
0.587,
0.578,
0.584,
0.418,
0.579,
0.597,
0.535,
0.583,
0.526,
0.497,
0.572,
0.571,
0.579,
0.568,
0.564,
0.573,
0.577,
0.578,
0.578,
0.571,
0.573,
0.550,
0.558,
0.571,
0.573,
0.574,
0.580,
0.573,
0.580,
0.542,
0.570,
0.459,
0.542,
0.484,
0.572,
0.571,
0.579,
0.570,
0.432,
0.530,
0.572,
0.554,
0.546,
0.574,
0.571,
0.498,
0.511,
0.525,
0.585,
0.542,
0.553,
0.572,
0.499,
0.573,
0.415,
0.581,
0.578,
0.398,
0.572,
0.575,
0.580,
0.572,
0.528,
0.572,
0.421,
0.368,
0.579,
0.579,
0.588,
0.566,
0.549,
0.581,
0.516,
0.405,
0.571,
0.573,
0.489,
0.569,
0.579,
0.571,
0.380,
0.571,
0.485,
0.368,
0.567,
0.550,
0.493,
0.581,
0.581,
0.575,
0.517,
0.575,
0.577,
0.574,
0.580,
0.473,
0.586,
0.521,
0.558,
0.570,
0.409,
0.571,
0.572,
0.478,
0.391,
0.313,
0.491,
0.563,
0.562,
0.570,
0.578,
0.395,
0.584,
0.544,
0.476,
0.568,
0.580,
0.573,
0.572,
0.571,
0.580,
0.571,
0.531,
0.540,
0.575,
0.570,
0.571,
0.570,
0.578,
0.572,
0.579,
0.488,
0.578,
0.553,
0.582,
0.480,
0.571,
0.583,
0.515,
0.410,
0.342,
0.346,
0.335,
0.334,
0.328,
0.337,
0.332,
0.331,
0.592,
0.588,
0.585,
0.556,
0.557,
0.510,
0.543,
0.571,
0.580,
0.555,
0.572,
0.404,
0.556,
0.557,
0.580,
0.611,
0.429,
0.573,
0.408,
0.539,
0.578,
0.579,
0.579,
0.605,
0.570,
0.579,
0.581,
0.532,
0.587,
0.532,
0.473,
0.578,
0.555,
0.571,
0.579,
0.579,
0.572,
0.578,
0.438,
0.578,
0.569,
0.577,
0.572,
0.571,
0.516,
0.586,
0.420,
0.581,
0.421,
0.590,
0.573,
0.573,
0.571,
0.540,
0.578,
0.578,
0.472,
0.594,
0.519,
0.571,
0.575,
0.571,
0.579,
0.579,
0.571,
0.570,
0.570,
0.554,
0.571,
0.577,
0.580,
0.578,
0.580,
0.570,
0.427,
0.571,
0.575,
0.578,
0.401,
0.571,
0.572,
0.571,
0.580,
0.512,
0.578,
0.581,
0.414,
0.573,
0.572,
0.547,
0.570,
0.584,
0.496,
0.572,
0.578,
0.572,
0.572,
0.579,
0.579,
0.552,
0.582,
0.350,
0.395,
0.378,
0.565,
0.578,
0.572,
0.570,
0.588,
0.577,
0.578,
0.567,
0.570,
0.527,
0.571,
0.509,
0.572,
0.578,
0.569,
0.580,
0.534,
0.579,
0.570,
0.587,
0.514,
0.573,
0.571,
0.572,
0.571,
0.570,
0.577,
0.579,
0.580,
0.579,
0.572,
0.579,
0.571,
0.415,
0.580,
0.580,
0.586,
0.521,
0.510,
0.581,
0.581,
0.586,
0.552,
0.573,
0.576,
0.576,
0.398,
0.367,
0.571,
0.569,
0.570,
0.579,
0.423,
0.572,
0.577,
0.571,
0.580,
0.411,
0.492,
0.573,
0.578,
0.579,
0.580,
0.579,
0.578,
0.571,
0.535,
0.584,
0.589,
0.422,
0.369,
0.571,
0.578,
0.577,
0.405,
0.378,
0.565,
0.571,
