0.459,
0.392,
0.390,
0.382,
0.378,
0.380,
0.382,
0.381,
0.386,
0.377,
0.374,
0.374,
0.376,
0.382,
0.384,
0.384,
0.381,
0.381,
0.387,
0.382,
0.380,
0.374,
0.384,
0.384,
0.490,
0.477,
0.477,
0.481,
0.431,
0.385,
0.385,
0.483,
0.478,
0.479,
0.392,
0.382,
0.387,
0.386,
0.377,
0.374,
0.392,
0.375,
0.384,
0.386,
0.385,
0.381,
0.476,
0.481,
0.480,
0.479,
0.483,
0.480,
0.474,
0.484,
0.483,
0.385,
0.317,
0.322,
0.333,
0.333,
0.329,
0.322,
0.479,
0.480,
0.483,
0.422,
0.402,
0.474,
0.481,
0.485,
0.480,
0.478,
0.481,
0.478,
0.478,
0.478,
0.480,
0.408,
0.381,
0.383,
0.383,
0.378,
0.483,
0.484,
0.482,
0.481,
0.478,
0.480,
0.486,
0.480,
0.482,
0.482,
0.481,
0.513,
0.480,
0.480,
0.484,
0.480,
0.414,
0.482,
0.480,
0.384,
0.382,
0.384,
0.357,
0.480,
0.479,
0.481,
0.483,
0.514,
0.480,
0.480,
0.312,
0.482,
0.486,
0.382,
0.383,
0.381,
0.378,
0.310,
0.382,
0.381,
0.361,
0.336,
0.333,
0.303,
0.302,
0.381,
0.395,
0.472,
0.484,
0.481,
0.482,
0.482,
0.483,
0.482,
0.486,
0.480,
0.482,
0.482,
0.483,
0.479,
0.486,
0.479,
0.483,
0.479,
0.486,
0.480,
0.485,
0.480,
0.480,
0.482,
0.479,
0.482,
0.480,
0.483,
0.478,
0.480,
0.481,
0.485,
0.481,
0.478,
0.487,
0.481,
0.481,
0.482,
0.480,
0.484,
0.479,
0.481,
0.481,
0.479,
0.479,
0.477,
0.479,
0.485,
0.480,
0.480,
0.485,
0.479,
0.480,
0.483,
0.435,
0.487,
0.478,
0.485,
0.481,
0.338,
0.311,
0.319,
0.316,
0.319,
0.315,
0.313,
0.318,
0.314,
0.317,
0.344,
0.334,
0.334,
0.336,
0.333,
0.388,
0.478,
0.484,
0.483,
0.482,
0.479,
0.483,
0.484,
0.489,
0.480,
0.483,
0.484,
0.479,
0.480,
0.481,
0.480,
0.482,
0.481,
0.487,
0.478,
0.478,
0.480,
0.479,
0.484,
0.491,
0.479,
0.482,
0.480,
0.480,
0.479,
0.485,
0.397,
0.502,
0.485,
0.478,
0.478,
0.480,
0.481,
0.480,
0.485,
0.484,
0.480,
0.480,
0.485,
0.478,
0.481,
0.483,
0.480,
0.473,
0.499,
0.481,
0.480,
0.478,
0.478,
0.415,
0.481,
0.488,
0.480,
0.481,
0.478,
0.480,
0.479,
0.485,
0.482,
0.486,
0.482,
0.481,
0.483,
0.480,
0.485,
0.478,
0.481,
0.490,
0.474,
0.480,
0.480,
0.483,
0.432,
0.480,
0.479,
0.480,
0.482,
0.478,
0.483,
0.477,
0.415,
0.480,
0.477,
0.483,
0.482,
0.480,
0.480,
0.479,
0.363,
0.479,
0.478,
0.484,
0.479,
0.478,
0.478,
0.478,
0.478,
0.484,
0.481,
0.485,
0.479,
0.482,
0.478,
0.498,
0.482,
0.483,
0.485,
0.484,
0.480,
0.479,
0.484,
0.408,
0.481,
0.481,
0.478,
0.484,
0.479,
0.480,
0.480,
0.482,
0.479,
0.481,
0.480,
0.480,
0.482,
0.480,
0.483,
0.477,
0.481,
0.481,
0.481,
0.485,
0.480,
0.478,
0.489,
0.483,
0.483,
0.480,
0.483,
0.431,
0.486,
0.479,
0.473,
0.478,
0.492,
0.482,
0.479,
0.486,
0.480,
0.516,
0.312,
0.334,
0.334,
0.335,
0.337,
0.334,
0.334,
0.334,
0.334,
0.333,
0.382,
0.481,
0.481,
0.485,
0.479,
0.414,
0.482,
0.383,
0.380,
0.478,
0.479,
0.496,
0.482,
0.479,
0.480,
0.483,
0.399,
0.482,
0.483,
0.487,
0.481,
0.481,
0.482,
0.481,
0.473,
0.479,
0.483,
0.481,
0.485,
0.479,
0.479,
0.514,
0.314,
0.334,
0.334,
0.336,
0.333,
0.337,
0.334,
0.335,
0.334,
0.336,
0.474,
0.483,
0.481,
0.479,
0.480,
0.383,
0.381,
0.381,
0.402,
0.484,
0.482,
0.481,
0.483,
0.384,
0.382,
0.382,
0.383,
0.476,
0.478,
0.482,
0.382,
0.381,
0.381,
0.383,
0.303,
0.388,
0.475,
0.480,
0.382,
0.383,
0.381,
0.381,
0.383,
0.334,
0.333,
0.380,
0.379,
0.380,
0.385,
0.312,
0.334,
0.337,
0.301,
0.301,
0.385,
0.376,
0.380,
0.380,
0.380,
0.379,
0.381,
0.382,
0.478,
0.382,
0.415,
0.483,
0.483,
0.385,
0.382,
0.381,
0.380,
0.381,
0.380,
0.355,
0.385,
0.380,
0.381,
0.381,
0.383,
0.335,
0.334,
0.307,
0.301,
0.385,
0.335,
0.329,
0.324,
0.314,
0.322,
0.323,
0.320,
0.320,
0.321,
0.321,
0.320,
0.327,
0.323,
0.323,
0.321,
0.323,
0.325,
0.320,
0.321,
0.320,
0.321,
0.324,
0.326,
0.321,
0.321,
0.321,
0.321,
0.321,
0.322,
0.323,
0.321,
0.322,
0.321,
0.374,
0.373,
0.374,
0.374,
0.375,
0.375,
0.382,
0.332,
0.332,
0.337,
0.376,
0.375,
0.377,
0.387,
0.336,
0.334,
0.330,
0.316,
0.378,
0.323,
0.464,
0.473,
0.478,
0.475,
0.472,
0.375,
0.377,
0.375,
0.349,
0.477,
0.483,
0.478,
0.475,
0.474,
0.473,
0.477,
0.479,
0.476,
0.475,
0.476,
0.477,
0.474,
0.494,
0.482,
0.485,
0.478,
0.486,
0.484,
0.484,
0.481,
0.480,
0.487,
0.482,
0.480,
0.480,
0.482,
0.479,
0.479,
0.479,
0.484,
0.458,
0.486,
0.489,
0.481,
0.482,
0.481,
0.484,
0.477,
0.481,
0.482,
0.480,
0.483,
0.479,
0.480,
0.493,
0.482,
0.481,
0.495,
0.485,
0.483,
0.481,
0.482,
0.388,
0.480,
0.480,
0.482,
0.482,
0.484,
0.480,
0.481,
0.473,
0.480,
0.484,
0.481,
0.388,
0.481,
0.477,
0.483,
0.477,
0.480,
0.483,
0.483,
0.480,
0.481,
0.481,
0.486,
0.481,
